id,created_at,text
1153277573884985344,2019-07-22 12:16:15,💙💙💙 https://t.co/HdUBWdqctB
1153272783536832513,2019-07-22 11:57:13,@charliekirk11 Perfect example of why we need Term Limits 🌟
1152721386122743808,2019-07-20 23:26:09,"@bigdonell72 LOVE IT❤️🥰

https://t.co/ruRNMWZ62U"
1152706719815995392,2019-07-20 22:27:52,https://t.co/VARcXPJxyq
1152694790028451846,2019-07-20 21:40:28,@bigdonell72 @dariusrucker And add the song—-YOU’VE LOST THAT LOVING FEELING!🌟 https://t.co/iYJchKzoHr
1152688529752940544,2019-07-20 21:15:36,@bigdonell72 @dariusrucker How about have a Team Guest appearance during the Thursday night concert 9-12-19 in Colu… https://t.co/k7XJQ09Wn3
1152684235033067522,2019-07-20 20:58:32,UofSC Ladies Day was incredible!! Thanks Coaches and Staff for a wonderful experience today🥰🏈 https://t.co/WlmWwAA7Z6
1152670304101163009,2019-07-20 20:03:10,Ladies Day was perfect🌟💪🏻🏈🥰 https://t.co/qZ2sDuPq60
1152669862436790272,2019-07-20 20:01:25,@bigdonell72 @dariusrucker What an incredible voice! You nailed the Josh Turner song —Your Man—today at the UofSC Ladies Clinic!🌟💪🏻🏈🥰
1152266825163595776,2019-07-19 17:19:53,@JoshuaOrtegon 🤣😂
1152206015426977793,2019-07-19 13:18:15,🥰❤️🥰 https://t.co/e2Rjk2iATq
1152186282082217985,2019-07-19 11:59:50,@docscarroll Great photo—BEAST MODE💪🏻🏈
1151652603375345665,2019-07-18 00:39:11,https://t.co/uk79qsKKYD
1151508851176460289,2019-07-17 15:07:58,@J_Reeves15 @GamecockFB The photo of Coach’s house is gorgeous!! Frame worthy for sure🌟
1151315794862759936,2019-07-17 02:20:50,"A young girl on AGT just stated, being nervous or excited are the same thing, it’s just how you think about it...WO… https://t.co/AnXZbszhy6"
1150364855402213383,2019-07-14 11:22:08,“Smile at strangers and you just might change a life.” – Steve Maraboli The “Invisible” People in Our Lives | Chape… https://t.co/HemdvnOklk
1150189552998518785,2019-07-13 23:45:33,Thanks for the great cut &amp; color @WDMHAIR !!! 💇🏼‍♀️ https://t.co/LJNxJQa2Iz
1149793026312691713,2019-07-12 21:29:54,@SCVarsity I hate to hear this Jim! Thank you for your contribution to SC High School Football!!! I wish you comple… https://t.co/LcgvIkI2jC
1148929579513458688,2019-07-10 12:18:52,@ATRicketson https://t.co/PHpRUv7RXi
1148761714562863109,2019-07-10 01:11:50,Well said @UrichJay ! 💕 https://t.co/07Cacq6rrW
1148751350865567746,2019-07-10 00:30:39,@shhelms1 Beautiful 💕
1148586909389807616,2019-07-09 13:37:13,“The high price of a day.....I have been given this day to use as I will.  I can waste it or use it for good.” My f… https://t.co/Mau0WEqASw
1148562879416872960,2019-07-09 12:01:44,Congratulations🌟💪🏻🏈❤️ https://t.co/VazctXEzbB
1148387947005304834,2019-07-09 00:26:37,Build compassion 💕 https://t.co/u88u7DcMXH
1148349501574393856,2019-07-08 21:53:51,"Good for this kid—doing his part to help “Break the Cycle”! 

https://t.co/nBnSUqpccj"
1147308082210443264,2019-07-06 00:55:37,@ryan_hilinski @HilinskisHope Role model💕💕💕💕
1147281224232312832,2019-07-05 23:08:53,@lenewssu @edoug71 Heck yes💪🏻💪🏻💪🏻❤️
1147229631977807877,2019-07-05 19:43:53,https://t.co/I2yR1p5D3u
1147143121014337538,2019-07-05 14:00:07,@MPPDRosier @MountPleasantPD Precious 💕
1147129231614369792,2019-07-05 13:04:56,Absolutely beautiful Tribute to America and it’s heroes for the 4th of July! We are all united by being Americans—w… https://t.co/JEi0qUpFqz
1146741375918104576,2019-07-04 11:23:44,@SCHP_Troop1 I-26 is always a nightmare to drive because no one follows this rule and because it’s still only 2 lanes! 😩
1146561414632525829,2019-07-03 23:28:37,@SCweather_wx Will do🥰
1146557512625381377,2019-07-03 23:13:07,@SCweather_wx Currently running like heck—but says 71*🤣🤣🤣
1146556173744783360,2019-07-03 23:07:48,@SCweather_wx Yep—68 here❄️❄️❄️
1146415763735109632,2019-07-03 13:49:52,"Best investment schools can make...To focus on prevention, self confidence, social/emotional skills, coping skills,… https://t.co/RqFyKD0il5"
